item_key,merchant,web_categories,l1,l2,l3,gender,primary_fop,sub_sport,gmv,apparel_rn,apparel_l1_rn,gender_rn,fop_rn
amazon_sports & outdoors_sports & fitness_other sports types_boxing equipment_boxing gloves_fiving_fiving boxing gloves for men and women suitable for boxing kickboxing mixed martial arts muay thai mma heavy bag training,amazon_leia,sports & outdoors > sports & fitness > other sports types > boxing equipment > boxing gloves,Apparel,Other Apparel,null,Men's,boxing,null,4609296.0,951,4557,1841,4
"amazon_sports & outdoors_sports & fitness_other sports types_martial arts equipment_martial arts protective gear_rdx_rdx gel boxing hand wraps inner gloves men women, quick 75cm long wrist straps, elasticated padded fist under mitts protection, muay thai mma kickboxing martial arts punching training bandages",amazon_leia,sports & outdoors > sports & fitness > other sports types > martial arts equipment > martial arts protective gear,Apparel,Other Apparel,null,Unisex/Undefined,boxing,null,4446029.0,996,4781,96,5
amazon_sports & outdoors_sports & fitness_other sports types_martial arts equipment_martial arts protective gear_sanabul_sanabul elastic 180 inch boxing handwraps for boxing gloves muay thai mma boxing hand wraps,amazon_leia,sports & outdoors > sports & fitness > other sports types > martial arts equipment > martial arts protective gear,Apparel,Other Apparel,null,Unisex/Undefined,boxing,null,4409375.0,1011,4837,101,6
amazon_sports & outdoors_sports & fitness_other sports types_boxing equipment_boxing gloves_venum_venum challenger 2.0 boxing gloves,amazon_leia,sports & outdoors > sports & fitness > other sports types > boxing equipment > boxing gloves,Apparel,Other Apparel,null,Men's,boxing,null,3547160.0,1366,6473,2572,7
"amazon_sports & outdoors_sports & fitness_other sports types_boxing equipment_boxing gloves_hayabusa_hayabusa t3 boxing gloves for men and women wrist and knuckle protection, dual-x hook and loop closure, splinted wrist support, 5 layer foam knuckle padding",amazon_leia,sports & outdoors > sports & fitness > other sports types > boxing equipment > boxing gloves,Apparel,Other Apparel,null,Men's,boxing,null,3025393.0,1679,7979,3087,8
"amazon_sports & outdoors_sports & fitness_other sports types_boxing equipment_boxing gloves_everlast worldwide, inc._everlast elite pro style training gloves",amazon_leia,sports & outdoors > sports & fitness > other sports types > boxing equipment > boxing gloves,Apparel,Other Apparel,null,Men's,boxing,null,2868484.0,1797,8568,3296,10
"amazon_clothing, shoes & jewelry_men's clothing, shoes & jewelry_men's clothing_men's socks & hosiery_socks for men_jeasona_jeasona mens funny fun crazy funky dress crew socks gifts for men dad grandpa",amazon_leia,"clothing, shoes & jewelry > men's clothing, shoes & jewelry > men's clothing > men's socks & hosiery > socks for men",Apparel,Other Apparel,null,Men's,cricket,null,2865914.0,1798,8574,3297,9
"amazon_clothing, shoes & jewelry_women_women's shoes_women's athletic shoes_women's tennis & racquet sport shoes_k-swiss_k-swiss women's express light pickleball shoe",amazon_leia,"clothing, shoes & jewelry > women > women's shoes > women's athletic shoes > women's tennis & racquet sport shoes",Apparel,Other Apparel,null,Women's,pickleball,null,2842599.0,1817,8672,6057,2
"amazon_clothing, shoes & jewelry_redess_multifunctional headwear face mask headband neck gaiterdust-proof anti-spray/balk black",amazon_leia,"clothing, shoes & jewelry",Apparel,Other Apparel,null,Unisex/Undefined,pickleball,null,2321180.0,2386,11260,283,4
"amazon_clothing, shoes & jewelry_women_women's shoes_women's athletic shoes_women's cross training shoes_asics_asics women's gel-renma pickleball shoes",amazon_leia,"clothing, shoes & jewelry > women > women's shoes > women's athletic shoes > women's cross training shoes",Apparel,Other Apparel,null,Women's,pickleball,null,1703966.0,3402,16144,11259,6
"amazon_clothing, shoes & jewelry_women_women's shoes_women's fashion sneakers_k-swiss_k-swiss women's express light pickleball shoe",amazon_leia,"clothing, shoes & jewelry > women > women's shoes > women's fashion sneakers",Apparel,Other Apparel,null,Women's,pickleball,null,1622152.0,3605,17102,11917,7
foot_locker_clothing_jackets_nike_nk bk wt swoosh trk jkt,foot_locker,clothing > jackets,Apparel,Track Suits,null,Men's,basketball,null,474147.0,1,1674,1896,276
foot_locker_clothing_pants_pants_jordan_jordan essential track suit pants - men's,foot_locker,clothing > pants > pants,Apparel,Track Suits,null,Men's,null,null,250600.0,2,2662,2974,2156
foot_locker_clothing_pants_jd bk gld jumpman clscs trk pnt,foot_locker,clothing > pants,Apparel,Track Suits,null,Unisex/Undefined,null,null,178390.0,3,3100,308,3245
foot_locker_clothing_pants_nike_nk bk bk tback 21 trk pnt,foot_locker,clothing > pants,Apparel,Track Suits,null,Unisex/Undefined,null,null,134830.0,4,3393,428,4141
nordstrom_men_hugo boss_hugo boss_m pres des:cotton/silk collar pol,nordstrom,men > hugo boss,Apparel,Tops,null,Men's,basketball,null,1.4378892E7,1,18,15,2
nordstrom_men_t-shirts_x-ray_clothtng/l:trim fit notch lapel t,nordstrom,men > t-shirts,Apparel,Tops,null,Men's,basketball,null,1.3671922E7,2,22,17,3
nordstrom_women_tops_1.state_pov collec:s/l v-nk blouse w/ruff,nordstrom,women > tops,Apparel,Tops,null,Women's,cheer_dance,null,1.2689711E7,3,28,20,3
nordstrom_men_t-shirts_airwaves_men design:play low hidden heart,nordstrom,men > t-shirts,Apparel,Tops,null,Men's,basketball,null,1.0106502E7,4,38,24,6
nordstrom_women_sweaters_sanctuary_barefoot dreams® cozychic lite® circle cardigan,nordstrom,women > sweaters,Apparel,Tops,null,Women's,sportswear,null,9780333.0,5,39,33,2
nordstrom_women_tops_and now this_zella acti:knot a chance top,nordstrom,women > tops,Apparel,Tops,null,Women's,volleyball,null,8834609.0,6,44,38,1
nordstrom_juniors_sweaters____ribbed raglan cardigan,nordstrom,juniors > sweaters >  >  > ,Apparel,Tops,null,Women's,sportswear,null,8123786.0,7,51,49,3
nordstrom_clothing shoes accessories_women_j.crew_pov npg :supersoft crew- nord e,nordstrom,clothing shoes accessories > women,Apparel,Tops,null,Women's,basketball,null,6931115.0,8,57,60,10
nordstrom_kids_shirts & tops_epic threads_little boy:multi cationic stripe,nordstrom,kids > shirts & tops,Apparel,Tops,null,Kids,basketball,null,6619401.0,9,61,2,11
nordstrom_women_tops_pendleton_better sw/:cashmere 1/4 zip pullo,nordstrom,women > tops,Apparel,Tops,null,Women's,basketball,null,6174740.0,10,68,75,12
nordstrom_juniors_sweaters_hooked up by iot_special oc full length sleeveless,nordstrom,juniors > sweaters,Apparel,Tops,null,Women's,softball,null,5895110.0,12,76,82,1
nordstrom_kids_activewear_champion_class best:archer print sport shi,nordstrom,kids > activewear,Apparel,Tops,null,Kids,basketball,null,5549177.0,14,88,5,17
nordstrom_women_tops_marcella_t.b.d. col:juju top,nordstrom,women > tops,Apparel,Tops,null,Women's,volleyball,null,4315600.0,18,125,146,6
nordstrom_men_t-shirts_fifth sun_sp men spo:ls bttn dwn knit shrt,nordstrom,men > t-shirts,Apparel,Tops,null,Men's,volleyball,null,4314321.0,19,126,69,7
nordstrom_footwear_footwear-sandals_footwear-sandals-sandals_footwear-sandals-sandals-ladies_birkenstock_arizona big buckle slide sandal:a,nordstrom,footwear > footwear-sandals > footwear-sandals-sandals > footwear-sandals-sandals-ladies,Apparel,Tops,null,Women's,sportswear,null,4009177.0,22,144,166,8
nordstrom_hike and outside life apparel_womenswear_women's outside life fleece_cardigan_the north face_coats *womens campshire flees,nordstrom,hike and outside life apparel > womenswear > women's outside life fleece > cardigan,Apparel,Tops,null,Women's,hiking,null,3993617.0,24,147,169,6
nordstrom_hike and outside life apparel_men's outerwear_men's outside life fleece ow_m's fleece pullovers_patagonia_m active/o:better sweater one-qua,nordstrom,hike and outside life apparel > men's outerwear > men's outside life fleece ow > m's fleece pullovers,Apparel,Tops,null,Men's,hiking,null,3820621.0,27,153,81,7
nordstrom_clothing_t-shirts_robert barakett_robert barakett georgia pima cotton t-shirt,nordstrom,clothing > t-shirts,Apparel,Tops,null,Women's,wrestling,null,3298621.0,34,195,220,6
nordstrom_men_t-shirts_salt life_sp men spo:s/s tee:true black:m s,nordstrom,men > t-shirts,Apparel,Tops,null,Men's,baseball,null,2852064.0,44,239,128,2
nordstrom_kids_shirts & tops_ralph lauren_boys 8-20 :8 nsw tee color block,nordstrom,kids > shirts & tops,Apparel,Tops,null,Men's,soccer,null,2674505.0,48,264,140,4
nordstrom_men_shoes_nike_nike air vapormax 2020 flyknit sneaker (men),nordstrom,men > shoes,Apparel,Tops,null,Men's,running,null,2405804.0,54,304,162,6
nordstrom_men_sweaters_selected_class best:rick crewneck sweater,nordstrom,men > sweaters,Apparel,Tops,null,Men's,field_hockey,null,2382783.0,55,307,163,5
nordstrom_men_casual button-down shirts_bass outdoor_better sw/: tech button down shir,nordstrom,men > casual button-down shirts,Apparel,Tops,null,Men's,lacrosse,null,2367708.0,58,314,164,1
nordstrom_kids_activewear_girl power sport_bp sportsw:side button tank,nordstrom,kids > activewear,Apparel,Tops,null,Women's,softball,null,2195065.0,65,355,369,2
nordstrom_women_activewear_galaxy by harvic_zella acti:resolve racer tank pri,nordstrom,women > activewear,Apparel,Tops,null,Women's,volleyball,null,2195065.0,66,356,370,10
nordstrom_women_tops_style & co_t.b.d. col:slouchy tee,nordstrom,women > tops,Apparel,Tops,null,Women's,field_hockey,null,2175277.0,69,361,376,6
nordstrom_shoes_sneakers_on_on cloudnova sneaker (men),nordstrom,shoes > sneakers,Apparel,Tops,null,Men's,soccer,null,2171386.0,70,363,185,6
nordstrom_men_polos_true religion_young mens:tjm flag rugby m8,nordstrom,men > polos,Apparel,Tops,null,Men's,rugby,null,1969490.0,79,422,211,8
nordstrom_men_t-shirts_columbia_topman : :smoked classic fit t-s,nordstrom,men > t-shirts,Apparel,Tops,null,Men's,golf,null,1881484.0,84,437,224,4
nordstrom_clothing_shirts & tops_men_allsaints_mn bet spt:lark regular leather j,nordstrom,clothing > shirts & tops > men,Apparel,Tops,null,Men's,wrestling,null,1797832.0,92,458,240,8
nordstrom_men_activewear_puma_zella acti:strength tank,nordstrom,men > activewear,Apparel,Tops,null,Men's,swimming,null,1589532.0,118,560,279,6
nordstrom_women_sweaters_sanctuary_pov npg :fuzzy v-nk sweater,nordstrom,women > sweaters,Apparel,Tops,null,Women's,field_hockey,null,1510161.0,129,606,616,9
nordstrom_men_polos_tommy hilfiger_burberry eddie piqué polo,nordstrom,men > polos,Apparel,Tops,null,Men's,golf,null,1424645.0,140,658,325,10
nordstrom_men_casual button-down shirts_and now this_mens dsnr :walton,nordstrom,men > casual button-down shirts,Apparel,Tops,null,Men's,baseball,null,1384793.0,146,691,339,6
nordstrom_juniors_all juniors' clothing____cotton jersey long sleeve t shirt,nordstrom,juniors > all juniors' clothing >  >  > ,Apparel,Tops,null,Kids,baseball,null,1304067.0,160,767,68,7
"nordstrom_clothing_bodysuits, undergarments, & lingerie_women_skims_skims fits everybody square neck sleeveless bodysuit (regular & plus size)",nordstrom,"clothing > bodysuits, undergarments, & lingerie > women",Apparel,Tops,null,Women's,swimming,null,1202478.0,172,865,870,7
nordstrom_shoes_athletic shoes & sneakers_dkny_wmns dsnr : suyen 3/4 matte w hoo,nordstrom,shoes > athletic shoes & sneakers,Apparel,Tops,null,Women's,swimming,null,1149921.0,179,911,922,8
nordstrom_plus sizes_sweaters_1.state_sp mooern conunky tustleneck snea,nordstrom,plus sizes > sweaters,Apparel,Tops,null,Women's,cricket,null,1095765.0,188,963,983,7
nordstrom_women_sweaters_24seven comfort apparel_wm btr lat:everyday open front ca,nordstrom,women > sweaters,Apparel,Tops,null,Women's,gymnastics,null,1089702.0,190,969,989,3
nordstrom_women_swimsuits & cover-ups_la blanca_crochet lace tankini top,nordstrom,women > swimsuits & cover-ups,Apparel,Tops,null,Women's,swimming,null,1037723.0,206,1032,1044,10
nordstrom_men_hugo boss_hugo boss_boss piro solid polo,nordstrom,men > hugo boss,Apparel,Tops,null,Men's,softball,null,944523.0,233,1167,560,4
nordstrom_men_casual button-down shirts_reason_rails hunter plaid button-up shirt,nordstrom,men > casual button-down shirts,Apparel,Tops,null,Men's,lacrosse,null,895312.0,253,1247,610,5
nordstrom_juniors_tops_hurley_cropped bamain print t-hirtc,nordstrom,juniors > tops,Apparel,Tops,null,Women's,baseball,null,891017.0,257,1261,1244,9
"nordstrom_women_tops_
              lucky brand
        _yng wm app:boyfriend plaid shirt",nordstrom,women > tops,Apparel,Tops,null,Men's,softball,null,870515.0,264,1304,641,5
nordstrom_clothing_sweaters_caslon_caslon® cashmere v-neck sweater,nordstrom,clothing > sweaters,Apparel,Tops,null,Women's,cricket,null,823896.0,286,1421,1396,10
nordstrom_kids_sweaters_steve madden_sp ltl grl:stripe mix sweater:pin,nordstrom,kids > sweaters,Apparel,Tops,null,Kids,wrestling,null,805360.0,295,1472,146,10
nordstrom_juniors_all juniors' clothing____treasure & bond dobby classic shirt,nordstrom,juniors > all juniors' clothing >  >  > ,Apparel,Tops,null,Women's,gymnastics,null,773526.0,312,1572,1531,7
nordstrom_women_activewear_id ideology_sweaty betty escape luxe hoodie,nordstrom,women > activewear,Apparel,Tops,null,Women's,pickleball,null,613580.0,425,2189,2079,2
nordstrom_men_hoodies & sweatshirts_and now this_mens activ:beans swtr fleece po m,nordstrom,men > hoodies & sweatshirts,Apparel,Tops,null,Men's,pickleball,null,254275.0,1525,7535,3581,9
abercrombie_and_fitch_women's_bottoms_shorts_denim_shorts_abercrombie & fitch_curve love high rise dad short,abercrombie_and_fitch,women's > bottoms > shorts > denim_shorts,Apparel,Bottoms,Shorts,Women's,cheer_dance,null,1.2096289E7,1,9,7,1
abercrombie_and_fitch_men's_bottoms_shorts_pull-on_shorts_abercrombie & fitch_cotton-blend pull-on short,abercrombie_and_fitch,men's > bottoms > shorts > pull-on_shorts,Apparel,Bottoms,Shorts,Men's,training,null,1.0750456E7,2,15,6,8
abercrombie_and_fitch_women's_clearance_bottoms_shorts_abercrombie & fitch_curve love high rise mom short,abercrombie_and_fitch,women's > clearance > bottoms > shorts,Apparel,Bottoms,Shorts,Women's,training,null,1.0317812E7,3,18,11,10
abercrombie_and_fitch_women's_clearance_bottoms_shorts_abercrombie & fitch_high rise mom shorts,abercrombie_and_fitch,women's > clearance > bottoms > shorts,Apparel,Bottoms,Shorts,Women's,training,null,7400273.0,4,40,20,20
abercrombie_and_fitch_men's_clearance_bottoms_shorts_abercrombie & fitch_stretch chino shorts,abercrombie_and_fitch,men's > clearance > bottoms > shorts,Apparel,Bottoms,Shorts,Men's,basketball,null,7335549.0,5,42,18,1
abercrombie_and_fitch_womens_shorts_abercrombie & fitch_high rise dad short,abercrombie_and_fitch,womens > shorts,Apparel,Bottoms,Shorts,Women's,null,null,7046809.0,6,46,21,5
abercrombie_and_fitch_women's_clearance_bottoms_shorts_abercrombie & fitch_curve love high rise mom shorts,abercrombie_and_fitch,women's > clearance > bottoms > shorts,Apparel,Bottoms,Shorts,Women's,training,null,5674956.0,7,72,31,34
abercrombie_and_fitch_men's_clearance_bottoms_shorts_abercrombie & fitch_linen-blend pull-on shorts,abercrombie_and_fitch,men's > clearance > bottoms > shorts,Apparel,Bottoms,Shorts,Men's,training,null,5532176.0,8,77,37,39
abercrombie_and_fitch_women's_clearance_bottoms_shorts_abercrombie & fitch_curve love high rise dad short,abercrombie_and_fitch,women's > clearance > bottoms > shorts,Apparel,Bottoms,Shorts,Women's,training,null,5062679.0,9,84,35,42
abercrombie_and_fitch_womens_shorts_abercrombie & fitch_curve love high rise mom short,abercrombie_and_fitch,womens > shorts,Apparel,Bottoms,Shorts,Women's,null,null,4681458.0,10,96,39,8
abercrombie_and_fitch_women's_bottoms_shorts_denim_shorts_abercrombie & fitch_high rise mom short,abercrombie_and_fitch,women's > bottoms > shorts > denim_shorts,Apparel,Bottoms,Shorts,Women's,running,null,3676940.0,18,162,61,1
abercrombie_and_fitch_men's_bottoms_shorts_pull-on_shorts_abercrombie & fitch_a&f court short,abercrombie_and_fitch,men's > bottoms > shorts > pull-on_shorts,Apparel,Bottoms,Shorts,Men's,basketball,null,3469169.0,21,181,84,3
abercrombie_and_fitch_boys_clearance_bottoms_shorts_abercrombie kids_twill shorts,abercrombie_and_fitch,boys > clearance > bottoms > shorts,Apparel,Bottoms,Shorts,Kids,volleyball,null,2230363.0,35,389,52,1
abercrombie_and_fitch_boys_clearance_bottoms_shorts_abercrombie kids_performance chino shorts,abercrombie_and_fitch,boys > clearance > bottoms > shorts,Apparel,Bottoms,Shorts,Kids,american_football,null,1624512.0,51,625,61,4
abercrombie_and_fitch_boys_clearance_bottoms_shorts_abercrombie kids_athletic icon shorts,abercrombie_and_fitch,boys > clearance > bottoms > shorts,Apparel,Bottoms,Shorts,Kids,soccer,null,1296754.0,70,850,69,8
abercrombie_and_fitch_boys_clearance_bottoms_shorts_abercrombie kids_twill plainfront shorts,abercrombie_and_fitch,boys > clearance > bottoms > shorts,Apparel,Bottoms,Shorts,Kids,volleyball,null,1210592.0,75,945,73,2
abercrombie_and_fitch_girls_clearance_bottoms_shorts_&_skirts_abercrombie kids_ypb cross-waist shorts,abercrombie_and_fitch,girls > clearance > bottoms > shorts_&_skirts,Apparel,Bottoms,Shorts,Kids,volleyball,null,1135680.0,79,1039,78,3
abercrombie_and_fitch_women's_bottoms_shorts_classic_fit_shorts_abercrombie & fitch_schiffli embroidered pull-on short,abercrombie_and_fitch,women's > bottoms > shorts > classic_fit_shorts,Apparel,Bottoms,Shorts,Women's,tennis,null,1118028.0,81,1064,521,8
abercrombie_and_fitch_women's_clearance_bottoms_shorts_abercrombie & fitch_curve love high rise 7 inch dad short,abercrombie_and_fitch,women's > clearance > bottoms > shorts,Apparel,Bottoms,Shorts,Women's,baseball,null,911030.0,97,1358,693,8
abercrombie_and_fitch_boys_clearance_bottoms_shorts_abercrombie kids_taped mesh shorts,abercrombie_and_fitch,boys > clearance > bottoms > shorts,Apparel,Bottoms,Shorts,Kids,wrestling,null,840647.0,105,1511,102,2
abercrombie_and_fitch_gender_inclusive_gender_inclusive_curve_love_high_rise_mom_shorts_abercrombie & fitch_curve love high rise mom shorts,abercrombie_and_fitch,gender_inclusive > gender_inclusive > curve_love_high_rise_mom_shorts,Apparel,Bottoms,Shorts,Unisex/Undefined,training,null,742239.0,115,1752,4,719
abercrombie_and_fitch_men's_clearance_bottoms_shorts_abercrombie & fitch_premium stretch short,abercrombie_and_fitch,men's > clearance > bottoms > shorts,Apparel,Bottoms,Shorts,Men's,gymnastics,null,695836.0,122,1876,773,4
academy_sports_women's_women's shoes + boots_women's shoes by sport_women's running shoes_nike_nike women's downshifter 11 running shoes,academy_sports,women's > women's shoes + boots > women's shoes by sport > women's running shoes,Apparel,Bottoms,Skirts,Women's,running,null,6585404.0,1,253,80,21
academy_sports_kids_girls apparel_skirts skorts + dresses_bcg_bcg girls' tennis solid swing skort,academy_sports,kids > girls apparel > skirts skorts + dresses,Apparel,Bottoms,Skirts,Kids,tennis,null,3297504.0,2,669,133,49
academy_sports_kids_girls apparel_skirts skorts + dresses_bcg_bcg girls' tennis core high-waisted skort,academy_sports,kids > girls apparel > skirts skorts + dresses,Apparel,Bottoms,Skirts,Kids,tennis,null,2099746.0,3,1157,224,80
academy_sports_womens_womens apparel_womens dresses + skirts_magellan outdoors_magellan outdoors women's caddo lake fishing skort,academy_sports,womens > womens apparel > womens dresses + skirts,Apparel,Bottoms,Skirts,Women's,golf,null,2013075.0,4,1218,416,35
"academy_sports_women's_women's clothing_women's skirts, skorts, + dresses_bcg_bcg women's tennis skirt",academy_sports,"women's > women's clothing > women's skirts, skorts, + dresses",Apparel,Bottoms,Skirts,Women's,tennis,null,1910308.0,5,1280,445,83
academy_sports_shoes_back to school shoes_slip-ons_womens slipons_nike_nike women's victory flouncy tennis skirt,academy_sports,shoes > back to school shoes > slip-ons > womens slipons,Apparel,Bottoms,Skirts,Women's,tennis,null,1604345.0,6,1508,528,100
academy_sports_kids_girls apparel_skirts skorts + dresses_magellan outdoors_magellan outdoors girls' caddo lake skort,academy_sports,kids > girls apparel > skirts skorts + dresses,Apparel,Bottoms,Skirts,Kids,pickleball,null,1597282.0,7,1512,304,1
academy_sports_kids_girls apparel_girls pants_girls tights leggings_bcg_bcg girls' athletic printed cotton leggings,academy_sports,kids > girls apparel > girls pants > girls tights leggings,Apparel,Bottoms,Skirts,Women's,basketball,null,1535072.0,8,1566,549,360
academy_sports_kids_girls apparel_girls big kid clothing_girls big kid skirts skorts dresses_bcg_bcg girls' tennis swing skort,academy_sports,kids > girls apparel > girls big kid clothing > girls big kid skirts skorts dresses,Apparel,Bottoms,Skirts,Women's,tennis,null,1333821.0,9,1764,635,119
academy_sports_apparel_womens apparel_womens skorts_bcg_bcg women's taped tennis skort,academy_sports,apparel > womens apparel > womens skorts,Apparel,Bottoms,Skirts,Women's,tennis,null,1308708.0,10,1797,648,124
academy_sports_men's_men's shoes + boots_men's shoes by sport_men's running shoes_nike_nike men's air max motion 2 running shoes,academy_sports,men's > men's shoes + boots > men's shoes by sport > men's running shoes,Footwear,null,null,Men's,training,cross_training,2.514684E7,1,1,25,1
academy_sports_women's_women's shoes + boots_women's shoes by sport_women's running shoes_nike_nike women's zoom winflo 8 running shoes,academy_sports,women's > women's shoes + boots > women's shoes by sport > women's running shoes,Footwear,null,null,Women's,running,road_running,1.972188E7,2,2,9,1
academy_sports_womens_womens footwear_womens athletic sneakers_womens running shoes_brooks_brooks women's ghost 14 running shoes,academy_sports,womens > womens footwear > womens athletic sneakers > womens running shoes,Footwear,null,null,Women's,running,road_running,1.7491736E7,3,3,12,2
academy_sports_shops_workwear blitz_warehouse_warehouse work boots_skechers_skechers men's relaxed fit cankton lace steel toe work shoes,academy_sports,shops > workwear blitz > warehouse > warehouse work boots,Footwear,null,null,Men's,sportswear,sportswear_other,1.7173213E7,4,4,43,1
academy_sports_kids_kids shoes_kids shop by sport_kids running shoes_boys running shoes_under armour_under armour kids' pre-school pursuit ng ac running shoes,academy_sports,kids > kids shoes > kids shop by sport > kids running shoes > boys running shoes,Footwear,null,null,Kids,running,road_running,1.7157162E7,5,5,4,3
academy_sports_footwear_athletic shoes sneakers_running shoes_mens running shoes_brooks_brooks men's adrenaline gts 23 running shoes,academy_sports,footwear > athletic shoes sneakers > running shoes > mens running shoes,Footwear,null,null,Men's,running,road_running,1.684144E7,6,6,46,4
academy_sports_footwear_athletic shoes sneakers_running shoes_mens running shoes_adidas_adidas men's galaxy 5 running shoes,academy_sports,footwear > athletic shoes sneakers > running shoes > mens running shoes,Footwear,null,null,Men's,training,cross_training,1.6554604E7,7,7,48,2
academy_sports_womens_womens footwear_womens athletic sneakers_womens running shoes_brooks_brooks women's ghost 15 running shoes,academy_sports,womens > womens footwear > womens athletic sneakers > womens running shoes,Footwear,null,null,Women's,running,road_running,1.6415473E7,8,8,13,5
academy_sports_men's_men's shoes + boots_men's athletic + sneakers_men's lifestyle shoes_nike_nike men's air max infinity 2 shoes,academy_sports,men's > men's shoes + boots > men's athletic + sneakers > men's lifestyle shoes,Footwear,null,null,Men's,basketball,performance_basketball,1.6368746E7,9,9,51,1
academy_sports_footwear_athletic shoes sneakers_running shoes_mens running shoes_adidas_adidas men's kaptir 2.0 shoes,academy_sports,footwear > athletic shoes sneakers > running shoes > mens running shoes,Footwear,null,null,Men's,tennis,cross_training,1.6353336E7,10,10,52,1
academy_sports_womens_womens footwear_womens athletic sneakers_womens lifestyle_nike_nike women's court legacy next nature shoes,academy_sports,womens > womens footwear > womens athletic sneakers > womens lifestyle,Footwear,null,null,Women's,basketball,performance_basketball,1.5796949E7,11,11,15,2
academy_sports_sports_basketball_basketball shoes_nike_nike men's kyrie flytrap ii basketball shoes,academy_sports,sports > basketball > basketball shoes,Footwear,null,null,Men's,basketball,signature_basketball,1.5424294E7,12,12,61,1
academy_sports_footwear_athletic shoes sneakers_running shoes_mens running shoes_under armour_under armour men's slingride 2 running shoes,academy_sports,footwear > athletic shoes sneakers > running shoes > mens running shoes,Footwear,null,null,Men's,training,cross_training,1.5221282E7,13,13,62,3
academy_sports_mens_mens footwear_men sandals_mens slides_adidas_adidas men's adilette shower slides,academy_sports,mens > mens footwear > men sandals > mens slides,Footwear,null,null,Men's,slides,null,1.5020081E7,14,14,63,1
academy_sports_shoes_sandals_sandal deals_crocs_crocs men's classic realtree edge clogs,academy_sports,shoes > sandals > sandal deals,Footwear,null,null,Men's,sportswear,sportswear_other,1.4397679E7,15,15,66,2
academy_sports_brands_under armour_under armour men_mens by under armour_under armour_under armour men's charged assert 9 running shoes,academy_sports,brands > under armour > under armour men > mens by under armour,Footwear,null,null,Men's,running,road_running,1.4341992E7,16,16,67,6
academy_sports_womens_womens footwear_womens athletic sneakers_womens running shoes_brooks_brooks women's adrenaline gts 23 running shoes,academy_sports,womens > womens footwear > womens athletic sneakers > womens running shoes,Footwear,null,null,Women's,running,road_running,1.3163318E7,18,18,19,7
academy_sports_brands_hey dude shoes_mens hey dude_hey dude_hey dude men's wally sox slip-on shoes,academy_sports,brands > hey dude shoes > mens hey dude,Footwear,null,null,Men's,training,training_other,1.1922191E7,19,19,81,1
academy_sports_shops_email offers_shoe offers_metallic shoes_brooks_brooks women's ghost 12 running shoes,academy_sports,shops > email offers > shoe offers > metallic shoes,Footwear,null,null,Women's,running,road_running,1.1869721E7,20,20,21,8
academy_sports_women's_women's shoes + boots_women's shoes by sport_women's running shoes_nike_nike women's air max torch 4 running shoes,academy_sports,women's > women's shoes + boots > women's shoes by sport > women's running shoes,Footwear,null,null,Women's,running,road_running,1.1318211E7,21,21,25,9
academy_sports_womens_womens footwear_womens athletic sneakers_womens running shoes_brooks_brooks women's adrenaline gts 21 running shoes,academy_sports,womens > womens footwear > womens athletic sneakers > womens running shoes,Footwear,null,null,Women's,running,road_running,1.1121991E7,22,22,26,10
academy_sports_shops_fun in the sun_sandals flipflops_womens sandals flip flops + 1_adidas_adidas women's adilette aqua sport slides,academy_sports,shops > fun in the sun > sandals flipflops > womens sandals flip flops + 1,Footwear,null,null,Women's,outdoor_sandals,null,1.0941479E7,23,23,27,1
academy_sports_womens_womens footwear_womens athletic sneakers_womens lifestyle_adidas womcns ulti,academy_sports,womens > womens footwear > womens athletic sneakers > womens lifestyle,Footwear,null,null,Women's,tennis,outdoor_soccer,1.0197803E7,26,26,32,1
academy_sports_womens_womens footwear_womens court shoes_vans_vans women's ward shoes,academy_sports,womens > womens footwear > womens court shoes,Footwear,null,null,Women's,basketball,training_other,9807338.0,27,27,33,1
academy_sports_kids_kids shoes_kids shop by sport_kids running shoes_boys running shoes_adidas_adidas boys' psgs kaptir running shoes,academy_sports,kids > kids shoes > kids shop by sport > kids running shoes > boys running shoes,Footwear,null,null,Kids,training,cross_training,9767520.0,28,28,25,4
academy_sports_womens_womens footwear_womens athletic sneakers_womens running shoes_nike w epic reac1,academy_sports,womens > womens footwear > womens athletic sneakers > womens running shoes,Footwear,null,null,Women's,basketball,cross_training,9495297.0,30,30,36,1
academy_sports_womens_womens footwear_women sandals_mountain sole_mountain sole women's hanley sandals,academy_sports,womens > womens footwear > women sandals,Footwear,null,null,Women's,outdoor_sandals,null,9382374.0,31,31,37,2
academy_sports_brands_brands a to d_asics_mens shoes by asics_asics_asics men's jolt 3 running shoes,academy_sports,brands > brands a to d > asics > mens shoes by asics,Footwear,null,null,Men's,tennis,null,9378616.0,32,32,124,6
academy_sports_kids_kids shoes_nike_nike boys' grade school court borough mid shoes,academy_sports,kids > kids shoes,Footwear,null,null,Kids,basketball,outdoor_soccer,9367564.0,33,33,26,1
academy_sports_mens_mens footwear_men sandals_mens slides_nike_nike men's benassi just do it slides,academy_sports,mens > mens footwear > men sandals > mens slides,Footwear,null,null,Men's,slides,null,8938732.0,34,34,127,2
academy_sports_men's_men's shoes + boots_men's athletic + sneakers_men's lifestyle shoes_nike_nike men's air max excee shoes,academy_sports,men's > men's shoes + boots > men's athletic + sneakers > men's lifestyle shoes,Footwear,null,null,Men's,basketball,cross_training,8924898.0,35,35,128,2
