item_key,merchant,web_categories,l1,l2,l3,gender,primary_fop,sub_sport,l1_validated,l2_validated,l3_validated,gender_validated,primary_fop_validated,sub_sport_validated,corrected_columns,reasoning
kids_foot_locker_shoes_casual sneakers_casual basketball sneakers_puma_puma mb.02 - boys' grade school,kids_foot_locker,shoes > casual sneakers > casual basketball sneakers,Apparel,Track Suits,,Kids,basketball,,Footwear,,,Kids,sportswear,sportswear_basketball,"[""l1"", ""primary_fop"", ""sub_sport""]","The product is a casual basketball sneaker for kids, which falls under Footwear, not Apparel. The primary FoP should be sportswear as it is a casual sneaker, and the sub-sport should be sportswear_basketball due to its basketball-inspired design."
kids_foot_locker_shoes_casual sneakers_casual sneakers_nike_nike air max 95  - boys' grade school,kids_foot_locker,shoes > casual sneakers > casual sneakers,Apparel,Bras,,Men's,sportswear,,Footwear,,,Kids,sportswear,sportswear_running,"[""l1"", ""l2"", ""gender"", ""sub_sport""]","The product is a pair of Nike Air Max 95 shoes, which should be classified under L1: Footwear, not Apparel. L2 is not applicable for Footwear. The gender should be 'Kids' based on the item description 'boys' grade school'. The primary FoP is correctly identified as 'sportswear', but the sub-sport should be 'sportswear_running' as the Air Max 95 is a running-inspired lifestyle shoe."
kids_foot_locker_clothing_jackets_jackets_nike_nike windrunner jacket - boys' grade school,kids_foot_locker,clothing > jackets > jackets,Apparel,Jackets & Outerwear,,Men's,basketball,,Apparel,Jackets & Outerwear,Jackets,Kids,sportswear,,"[""l3"", ""gender"", ""primary_fop""]","The item is a 'Nike Windrunner Jacket' for 'boys' grade school', indicating it is a lightweight jacket suitable for casual wear, fitting the 'Jackets' L3 category. The gender should be 'Kids' based on the description. The primary FoP should be 'sportswear' as it is a casual jacket, not specifically for basketball."
kids_foot_locker_shoes_casual sneakers_casual sneakers_jordan_jordan aj 1 mid - boys' grade school,kids_foot_locker,shoes > casual sneakers > casual sneakers,Footwear,,,Men's,basketball,performance_basketball,Footwear,,,Kids,sportswear,sportswear_basketball,"[""gender"", ""primary_fop"", ""sub_sport""]","The item is a Jordan AJ 1 Mid, which is a lifestyle basketball-inspired sneaker, fitting the 'sportswear_basketball' sub-sport. The gender should be 'Kids' based on the item key indicating 'boys' grade school'."
kohls_bottoms_nike_men's nike sportswear club fleece joggers,kohls,bottoms,Apparel,Bottoms,Fleece Bottoms,Men's,training,,Apparel,Bottoms,Fleece Bottoms,Men's,sportswear,,"[""primary_fop""]","The product is a Nike Sportswear Club Fleece Jogger, which fits the sportswear category due to its casual, lifestyle nature. The current classification of 'training' is incorrect as the product is not designed for performance training."
kohls_mens_clothing_bottoms_shorts_sonoma goods for life_sonoma goods for life_men's sonoma goods for life® 10-inch flexwear ripstop cargo shorts,kohls,mens > clothing > bottoms > shorts > sonoma goods for life,Apparel,Bottoms,Shorts,Men's,hiking,,Apparel,Bottoms,Shorts,Men's,sportswear,,"[""primary_fop""]","The product is a pair of cargo shorts, which are typically casual and lifestyle-oriented, fitting the 'sportswear' FoP rather than 'hiking'. The web categories and item description do not indicate technical hiking features."
kids_foot_locker_accessories_socks_socks_nike_nike 6 pack cushioned quarter socks - boys' grade school,kids_foot_locker,accessories > socks > socks,Apparel,Underwear,,Kids,soccer,,None,,,Kids,,,"[""l1"", ""l2"", ""primary_fop""]","The product is socks, which are classified under L1: None according to the documentation. L2 and Primary FoP should be null as they are not applicable for L1: None. Gender remains Kids as it is correctly identified."
kohls_womens_clothing_bottoms_skirts & skorts_nine west_nine west_women's nine west knit sweater skirt,kohls,womens > clothing > bottoms > skirts & skorts > nine west,Apparel,Bottoms,Skirts,Women's,cheer_dance,,Apparel,Bottoms,Skirts,Women's,sportswear,,"[""primary_fop""]","The product is a women's knit sweater skirt, which fits the 'sportswear' FoP as it is likely a casual/lifestyle item rather than performance cheer/dance apparel."
kohls_bottoms_sonoma goods for life_women's sonoma goods for life® midrise leggings,kohls,bottoms,Apparel,Bottoms,Baselayer Bottoms,Women's,training,,Apparel,Bottoms,Tights,Women's,training,cross_training,"[""l3"", ""sub_sport""]","The product is described as 'midrise leggings', which aligns with 'Tights' under L3 for Bottoms, not 'Baselayer Bottoms'. The primary FoP 'training' is appropriate, but 'cross_training' is a more specific sub-sport for general training apparel."
kohls_juniors_clothing_bottoms_pants_so_so_juniors' so® pull-on flare-leg pants,kohls,juniors > clothing > bottoms > pants > so,Apparel,Bottoms,Pants,Women's,softball,,Apparel,Bottoms,Pants,Kids,,,"[""gender"", ""primary_fop""]","The product is categorized under 'juniors' which indicates it is targeted at children/youth, so the gender should be 'Kids'. The primary FoP 'softball' is incorrect as there is no indication that these pants are specific to softball; they are general apparel."
kohls_bottoms_levi's_men's levi's® 559™ relaxed straight fit jeans,kohls,bottoms,Apparel,Bottoms,Other Bottoms,Men's,sportswear,,Apparel,Other Apparel,,Men's,,,"[""l2"", ""l3"", ""primary_fop""]","The product is Levi's jeans, which are excluded from the 'Bottoms' category as per the documentation. Therefore, it should be classified under 'Other Apparel'. Jeans do not fit any specific L3 category under 'Bottoms'. The primary FoP 'sportswear' is incorrect as jeans are not considered sportswear."
kohls_womens_clothing_dresses_nine west_nine west_women's nine west knot-back long sleeve dress,kohls,womens > clothing > dresses > nine west,Apparel,Dresses,,Women's,sportswear,,Apparel,Dresses,,Women's,sportswear,,[],"The current classifications are correct. The item is a women's dress, which fits under L1: Apparel and L2: Dresses. There is no L3 category for Dresses. The gender is correctly identified as Women's based on the item description and web categories. The primary FoP is sportswear, as the dress is likely intended for casual wear rather than performance."
kohls_suits_haggar_men's haggar® travel performance tailored-fit stretch suit jacket,kohls,suits,Apparel,Jackets & Outerwear,,Men's,basketball,,Apparel,Other Apparel,,Men's,,,"[""l2"", ""primary_fop""]","The item is a men's suit jacket, which does not fit the 'Jackets & Outerwear' category as defined for athletic apparel. It should be classified under 'Other Apparel' since it is not an athletic jacket. The primary FoP 'basketball' is incorrect as the item is not related to any sport-specific apparel."
kohls_underwear_bali_bali comfort revolution shaping wireless bra df3488,kohls,underwear,Apparel,Bras,,Women's,sportswear,,Apparel,Bras,,Women's,,,"[""primary_fop""]","The product is a bra, which falls under the L2 category 'Bras' and does not have an L3 classification. The primary FoP 'sportswear' is incorrect as bras do not fit into any specific Field of Play category. Therefore, the primary FoP should be 'null'."
kohls_socks_hosiery_nike_men's nike 6-pack everyday plus cushion crew training socks,kohls,socks > hosiery,Apparel,Underwear,,Men's,training,,None,,,Men's,,,"[""l1"", ""l2"", ""primary_fop""]","The product is socks, which are excluded from the Apparel category and should be classified under L1: None. L2 and Primary FoP are not applicable for L1: None. Gender remains Men's as indicated by the product description."
kohls_womens_clothing_bottoms_jeans_gloria vanderbilt_gloria vanderbilt_women's gloria vanderbilt amanda classic jeans,kohls,womens > clothing > bottoms > jeans > gloria vanderbilt,Apparel,Bottoms,Tights,Women's,cheer_dance,,Apparel,Other Apparel,,Women's,,,"[""l2"", ""l3"", ""primary_fop""]","The product is jeans, which are excluded from the 'Bottoms' category. Therefore, it should be classified as 'Other Apparel' at L2. Jeans do not fit any L3 category under 'Bottoms'. The primary FoP 'cheer_dance' is incorrect as jeans are not specific to any sport or activity context."
kohls_mens_clothing_tops_tops & tees_nike_nike_men's nike sportswear club fleece pullover hoodie,kohls,mens > clothing > tops > tops & tees > nike,Apparel,Tops,,Men's,basketball,,Apparel,Tops,Fleece Tops,Men's,sportswear,,"[""l3"", ""primary_fop""]","The product is a 'Nike Sportswear Club Fleece Pullover Hoodie', which fits the L3 category 'Fleece Tops' under L2 'Tops'. The primary FoP should be 'sportswear' as it is a lifestyle/casual athletic-inspired apparel, not performance basketball apparel."
kohls_boys_girls_active_apparel_nike_kids 7-20 nike tracksuit set,kohls,boys > girls > active > apparel,Apparel,Track Suits,,Men's,training,,Apparel,Track Suits,,Kids,sportswear,,"[""gender"", ""primary_fop""]","The item is a tracksuit set for kids, as indicated by the item key and web categories. The gender should be 'Kids' based on the web categories 'boys > girls'. The primary FoP should be 'sportswear' as tracksuits are typically lifestyle/casual wear, not specifically for training."
kohls_shoes_nike_nike air monarch iv men's cross-training shoes,kohls,shoes,Footwear,,,Men's,tennis,cross_training,Footwear,,,Men's,training,cross_training,"[""primary_fop""]","The Nike Air Monarch IV is a cross-training shoe, which aligns with the 'training' FoP rather than 'tennis'. The sub-sport 'cross_training' is appropriate for this type of footwear."
"lululemon_women's clothes_pants_sweatpants_lululemon_adapted state high-rise jogger *full length, black",lululemon,women's clothes > pants > sweatpants,Apparel,Bottoms,Fleece Bottoms,Women's,training,,Apparel,Bottoms,Fleece Bottoms,Women's,sportswear,,"[""primary_fop""]","The product is a pair of joggers, which are typically categorized under 'sportswear' for casual and lifestyle wear. The current classification of 'training' is incorrect as the item does not have performance features typical of training apparel."
lululemon_men's clothes_pants_joggers_lululemon_at ease jogger,lululemon,men's clothes > pants > joggers,Apparel,Bottoms,Other Bottoms,Men's,training,,Apparel,Bottoms,Fleece Bottoms,Men's,sportswear,,"[""l3"", ""primary_fop""]","The product is a jogger, which fits the 'Fleece Bottoms' category due to its cozy/warmth-focused nature. The primary FoP should be 'sportswear' as joggers are typically lifestyle/casual athletic-inspired apparel."
"lululemon_women's clothes_shorts_lululemon_hotty hot low-rise lined short 2.5"", black",lululemon,women's clothes > shorts,Apparel,Bottoms,Shorts,Women's,training,,Apparel,Bottoms,Shorts,Women's,training,cross_training,"[""sub_sport""]","The product is a pair of shorts from Lululemon, which is known for training and yoga apparel. The current classification is mostly correct, but the sub-sport should be 'cross_training' as the shorts are likely intended for general training activities, not specifically yoga."
"lululemon_women's clothes_pants_leggings_lululemon_lululemon align™ high-rise pant 25"", black",lululemon,women's clothes > pants > leggings,Apparel,Bottoms,Pants,Women's,training,,Apparel,Bottoms,Tights,Women's,training,yoga,"[""l3"", ""sub_sport""]","The product is a 'lululemon align™ high-rise pant 25""', which is a type of leggings. According to the classification documentation, leggings should be classified as 'Tights' under L3. Additionally, the 'Align' line from Lululemon is specifically designed for yoga, so the sub-sport should be 'yoga' under the 'training' FoP."
"lululemon_women's clothes_pants_leggings_lululemon_fast and free tight ii 25"" *nulux, black",lululemon,women's clothes > pants > leggings,Apparel,Bottoms,Baselayer Bottoms,Women's,tennis,,Apparel,Bottoms,Tights,Women's,training,yoga,"[""l3"", ""primary_fop"", ""sub_sport""]","The product is a pair of leggings from Lululemon, which are typically not baselayer but rather outerwear tights, hence 'Tights' is the correct L3 category. The primary FoP should be 'training' with a sub-sport of 'yoga' as Lululemon's Fast and Free tights are designed for yoga and studio activities, not tennis."
"lululemon_women's clothes_skirts_lululemon_pace rival mid-rise skirt *long, black",lululemon,women's clothes > skirts,Apparel,Bottoms,Skirts,Women's,field_hockey,,Apparel,Bottoms,Skirts,Women's,sportswear,,"[""primary_fop""]","The product is a skirt from Lululemon, which is known for lifestyle and casual athletic-inspired apparel. The current classification of 'field_hockey' is incorrect as there are no signals indicating it is specific to field hockey. It fits better under 'sportswear' as it is likely intended for casual or lifestyle wear."
"lululemon_women's clothes_pants_lululemon_wunder train high-rise tight 25"", black",lululemon,women's clothes > pants,Apparel,Bottoms,Tights,Women's,training,,Apparel,Bottoms,Tights,Women's,training,yoga,"[""sub_sport""]","The product is a Lululemon Wunder Train High-Rise Tight, which is typically associated with yoga and studio practice. Therefore, the sub-sport should be 'yoga' under the 'training' FoP."
"lululemon_women's clothes_dresses_lululemon_lululemon align™ dress, black",lululemon,women's clothes > dresses,Apparel,Dresses,,Women's,training,,Apparel,Dresses,,Women's,training,yoga,"[""sub_sport""]","The product is a Lululemon Align™ dress, which is designed for yoga and studio practice, fitting the 'yoga' sub-sport under the 'training' FoP. The current classification lacks a sub-sport, so 'yoga' is added."
"lululemon_women's clothes_coats & jackets_lululemon_define jacket *luon, black",lululemon,women's clothes > coats & jackets,Apparel,Jackets & Outerwear,,Women's,basketball,,Apparel,Jackets & Outerwear,Jackets,Women's,sportswear,,"[""l3"", ""primary_fop""]","The item is a jacket from Lululemon, which fits under 'Jackets & Outerwear' for L2. The L3 should be 'Jackets' as it is a lightweight jacket. The primary FoP should be 'sportswear' as Lululemon's Define Jacket is typically used for casual or lifestyle wear, not basketball."
"macys_men_suits & tuxedos____alfani_men's slim-fit stretch solid suit pants, created for macy's",macys,men > suits & tuxedos >  >  > ,Apparel,Bottoms,,Men's,,,Apparel,Other Apparel,,Men's,,,"[""l2""]","The product is 'men's slim-fit stretch solid suit pants', which are not athletic bottoms and do not fit into any specific L2 category for athletic apparel. Therefore, it should be classified as 'Other Apparel' under L2."
"lululemon_women's clothes_sports bras_lululemon_flow y bra nulu *light support, a–c cups, black",lululemon,women's clothes > sports bras,Apparel,Bras,,Women's,cheer_dance,,Apparel,Bras,,Women's,training,,"[""primary_fop""]","The product is a sports bra from Lululemon, which is typically used for training purposes. The current classification of 'cheer_dance' is incorrect as there is no indication that this bra is specifically for cheerleading or dance. Therefore, the primary FoP should be 'training' to reflect its general use in athletic and training contexts."
macys_mens_active_apparel_adidas_men's adidas tricot track pants,macys,mens > active > apparel,Apparel,Bottoms,Baselayer Bottoms,Men's,basketball,,Apparel,Bottoms,Pants,Men's,sportswear,,"[""l3"", ""primary_fop""]","The product is 'adidas tricot track pants', which are not baselayer but rather casual track pants, fitting 'Pants' in L3. The primary FoP should be 'sportswear' as track pants are typically lifestyle/casual wear, not basketball-specific."
lululemon_women's clothes_shirts_long sleeve shirts_lululemon_swiftly tech long-sleeve shirt 2.0 *waist length,lululemon,women's clothes > shirts > long sleeve shirts,Apparel,Tops,,Women's,soccer,,Apparel,Tops,Athletic Shirts & Tees,Women's,training,,"[""l3"", ""primary_fop""]","The product is a long-sleeve shirt from Lululemon, which fits the 'Athletic Shirts & Tees' category under L3 for Tops. The primary FoP should be 'training' as Lululemon's Swiftly Tech line is designed for athletic and training purposes, not soccer."
lululemon_shoes_lululemon_women's restfeel slide,lululemon,shoes,Footwear,,,Women's,walking,,Footwear,,,Women's,slides,,"[""primary_fop""]","The product is a slide, which should be classified under the 'slides' FoP instead of 'walking'. The gender classification is correct as 'Women's' based on the item key."
"lululemon_men's clothes_underwear_lululemon_always in motion boxer 5"" *3 pack",lululemon,men's clothes > underwear,Apparel,Underwear,,Men's,training,,Apparel,Underwear,,Men's,training,,[],"The current classifications are correct based on the provided documentation. The product is men's underwear, which fits under L1: Apparel and L2: Underwear. There is no L3 category for Underwear. The gender is correctly identified as Men's, and the primary FoP is appropriate as training, given the context of performance underwear."
macys_men_pants_ralph lauren_men's cotton-blend-fleece pants,macys,men > pants,Apparel,Bottoms,Fleece Bottoms,Men's,american_football,,Apparel,Bottoms,Fleece Bottoms,Men's,sportswear,,"[""primary_fop""]","The item is a pair of fleece pants, which fits the 'Fleece Bottoms' category under 'Bottoms' for L2 and L3. The gender is correctly identified as 'Men's' based on the item description. The primary FoP was incorrectly classified as 'american_football'; it should be 'sportswear' as the product is a casual fleece pant suitable for lifestyle wear, not specific to American football."
macys_apparel & accessories_shoes_unknown product,macys,apparel & accessories > shoes,Apparel,Bottoms,Other Bottoms,Men's,basketball,,Footwear,,,Men's,,,"[""l1"", ""l2"", ""l3"", ""primary_fop""]","The web category 'apparel & accessories > shoes' indicates the product is footwear, not apparel. Therefore, L1 should be 'Footwear', and L2 and L3 should be 'null' as they are not applicable for footwear. The primary FoP is 'null' because the specific sport context is not provided."
macys_shoes_women's shoes_women's athletic & sneakers_athletic shoes_women's_nike_nike women's air max 270 shoes,macys,shoes > women's shoes > women's athletic & sneakers > athletic shoes > women's,Apparel,Bottoms,Skirts,Women's,running,,Footwear,,,Women's,sportswear,sportswear_running,"[""l1"", ""l2"", ""l3"", ""primary_fop"", ""sub_sport""]","The product is a pair of Nike Air Max 270 shoes, which are footwear, not apparel. The Air Max 270 is a lifestyle sneaker inspired by running, fitting the 'sportswear' FoP with 'sportswear_running' as the sub-sport. The gender classification 'Women's' is correct based on the item description."
macys_men_swimwear_hurley_phantom patriot 2 20 board short,macys,men > swimwear,Apparel,Bottoms,Shorts,Men's,swimming,,None,,,Men's,,,"[""l1"", ""l2"", ""l3"", ""primary_fop""]","The product is a swimwear item, which is excluded from the 'Apparel' category and should be classified under 'None' according to the L1-L3 hierarchy definitions. Swimwear is not included in the L2 'Bottoms' category, and there is no applicable L3 category. The primary FoP 'swimming' is not applicable as the product is not performance swimwear."
macys_juniors_leggings & pants_bcx_juniors' straight-leg trouser pants,macys,juniors > leggings & pants,Apparel,Bottoms,Pants,Women's,field_hockey,,Apparel,Bottoms,Pants,Women's,sportswear,,"[""primary_fop""]","The product is a pair of straight-leg trouser pants, which fits the 'Pants' category under 'Bottoms' for L3. The gender classification 'Women's' is appropriate given the 'juniors' category. The primary FoP 'field_hockey' is incorrect as these are not field hockey-specific pants. They are more likely to be casual or lifestyle apparel, fitting the 'sportswear' FoP."
"macys_women_activewear_id ideology_women's compression pocket full-length leggings, regular & petite, created for macy's",macys,women > activewear,Apparel,Bottoms,Tights,Women's,cheer_dance,,Apparel,Bottoms,Tights,Women's,training,cross_training,"[""primary_fop"", ""sub_sport""]","The product is 'compression pocket full-length leggings' which are typically used for training or gym activities, not cheer or dance. Therefore, the correct Primary FoP is 'training' with a Sub-sport of 'cross_training' due to the compression feature indicating performance use."
macys_apparel & accessories_clothing_dresses_unknown product,macys,apparel & accessories > clothing > dresses,Apparel,Dresses,,Women's,basketball,,Apparel,Dresses,,Women's,,,"[""primary_fop""]","The product is categorized under 'dresses' in the web categories, which aligns with L1: Apparel and L2: Dresses. There is no specific L3 category for Dresses. The gender classification as Women's is correct based on the web categories. The primary FoP was incorrectly set to basketball, but there is no indication that this dress is basketball-specific apparel. Therefore, the primary FoP should be null."
macys_apparel & accessories_clothing_shirts & tops_unknown product,macys,apparel & accessories > clothing > shirts & tops,Apparel,Tops,,Women's,basketball,,Apparel,Tops,Athletic Shirts & Tees,Women's,training,cross_training,"[""l3"", ""primary_fop"", ""sub_sport""]","The product is categorized under 'shirts & tops', which aligns with L2: Tops. The L3 category should be 'Athletic Shirts & Tees' as it is a general athletic top. The primary FoP should be 'training' as there is no indication of basketball-specific features, and 'cross_training' is the appropriate sub-sport for general training apparel."
macys_women_bras & bralettes_vanity fair lingerie_full figure beauty back smoother wireless bra 71380,macys,women > bras & bralettes,Apparel,Bras,,Women's,sportswear,,Apparel,Bras,,Women's,,,"[""primary_fop""]","The product is a bra, which falls under the L1 category 'Apparel' and L2 category 'Bras'. There is no applicable L3 category for Bras. The gender is correctly identified as 'Women's'. The primary FoP 'sportswear' is incorrect because the product is a lingerie item, not lifestyle or casual athletic-inspired apparel. Therefore, the primary FoP should be 'null' as it does not fit any specific Field of Play category."
"macys_women_all pajamas, robes & loungewear_white mark_women's velour tracksuit loungewear 2pc set",macys,"women > all pajamas, robes & loungewear",Apparel,Track Suits,,Women's,sportswear,,Apparel,Track Suits,,Women's,sportswear,,"[""primary_fop""]","The product is a velour tracksuit loungewear set, which fits the 'Track Suits' category under L2. The primary FoP should be 'sportswear' as it is a lifestyle/casual athletic-inspired apparel for everyday wear, not performance. The current classification of 'sportswear' for primary FoP is correct, but the sub-sport should be 'null' as it doesn't fit any specific sub-sport category."
macys_apparel & accessories_clothing_outerwear_unknown product,macys,apparel & accessories > clothing > outerwear,Apparel,Jackets & Outerwear,,Women's,basketball,,Apparel,Jackets & Outerwear,Other Jackets & Outerwear,Women's,,,"[""l3"", ""primary_fop""]","The product is classified under 'outerwear' in the web categories, which aligns with L2: Jackets & Outerwear. However, without specific signals for 'Jackets' or 'Outerwear', it defaults to L3: Other Jackets & Outerwear. The primary FoP 'basketball' is incorrect as there are no signals indicating a basketball-specific context, so it is set to null."
macys_shoes_sandals_born_women's ginny wedge sandal,macys,shoes > sandals,Footwear,,,Women's,outdoor_sandals,,Footwear,,,Women's,outdoor_sandals,,"[""primary_fop""]","The product is a 'women's ginny wedge sandal' which fits the definition of 'outdoor_sandals' as it is a sandal with a strap system. The current classification of 'outdoor_sandals' is correct, but the sub-sport should be 'null' as it is not applicable for 'outdoor_sandals'."
nike_men_apparel_basketball_nike_nike dri-fit icon men's basketball shorts,nike,men > apparel > basketball,Apparel,Bottoms,Baselayer Bottoms,Men's,basketball,,Apparel,Bottoms,Shorts,Men's,basketball,basketball_other,"[""l3"", ""sub_sport""]","The product is basketball shorts, which should be classified as 'Shorts' under L3 for Bottoms, not 'Baselayer Bottoms'. The sub-sport should be 'basketball_other' as it is not a signature or performance basketball shoe."
nike_men_apparel_lifestyle_nike_nike sportswear club fleece joggers,nike,men > apparel > lifestyle,Apparel,Bottoms,Fleece Bottoms,Men's,training,,Apparel,Bottoms,Fleece Bottoms,Men's,sportswear,,"[""primary_fop""]","The product is a Nike Sportswear Club Fleece Jogger, which fits the 'sportswear' FoP definition for lifestyle/casual athletic-inspired apparel. The current classification of 'training' is incorrect as the item is not designed for performance training but rather for casual wear."
macys_men_underwear & socks_unknown product,macys,men > underwear & socks,Apparel,Underwear,,Men's,basketball,,Apparel,Underwear,,Men's,,,"[""primary_fop""]",The product is categorized under 'underwear & socks' which aligns with L1: Apparel and L2: Underwear. There is no specific L3 category for Underwear. The gender is correctly identified as Men's based on the web category. The primary FoP should be null as underwear does not fit into any specific Field of Play category.
nike_women_footwear_lifestyle_nike_nike air force 1 '07 women's shoe,nike,women > footwear > lifestyle,Apparel,Bottoms,Other Bottoms,Women's,,,Footwear,,,Women's,sportswear,sportswear_basketball,"[""l1"", ""l2"", ""l3"", ""primary_fop"", ""sub_sport""]","The product is a Nike Air Force 1 '07 Women's Shoe, which is a type of footwear, not apparel. The Air Force 1 is a lifestyle sneaker inspired by basketball, fitting the 'sportswear' FoP with a sub-sport of 'sportswear_basketball'. The gender classification of 'Women's' is correct."
nike_men_footwear_lifestyle_nike_air jordan 4 retro men's shoes,nike,men > footwear > lifestyle,Apparel,Bottoms,Pants,Men's,sportswear,,Footwear,,,Men's,sportswear,sportswear_basketball,"[""l1"", ""l2"", ""l3"", ""sub_sport""]","The product is a pair of Nike Air Jordan 4 Retro men's shoes, which are classified as footwear, not apparel. The Air Jordan 4 is a basketball-inspired lifestyle sneaker, fitting the 'sportswear_basketball' sub-sport category. The current classifications incorrectly categorize the product as apparel with L2 and L3 values that do not apply to footwear."
nike_men_nike_nike mens sportswear shorts,nike,men,Apparel,Bottoms,Shorts,Men's,basketball,,Apparel,Bottoms,Shorts,Men's,sportswear,,"[""primary_fop""]","The item is described as 'Nike Men's Sportswear Shorts', indicating it is part of the sportswear line, which is lifestyle/casual athletic-inspired apparel. The current classification of 'basketball' for Primary FoP is incorrect as there are no signals indicating basketball-specific performance apparel. Therefore, the correct Primary FoP should be 'sportswear'."
nike_women_nike_womens nike swoosh medium-support sports bra,nike,women,Apparel,Bras,,Women's,tennis,,Apparel,Bras,,Women's,training,cross_training,"[""primary_fop"", ""sub_sport""]","The product is a sports bra, which falls under the 'Bras' category in L2. The primary FoP should be 'training' as sports bras are typically used for training and workout activities, not specifically for tennis. The sub-sport is 'cross_training' as it aligns with general training and workout activities."
nike_women_nike_nike womens air max 97 shoes,nike,women,Apparel,Bottoms,Skirts,Women's,training,,Footwear,,,Women's,sportswear,sportswear_running,"[""l1"", ""l2"", ""l3"", ""primary_fop"", ""sub_sport""]","The item is a pair of Nike Air Max 97 shoes, which are classified as Footwear, not Apparel. The Air Max 97 is a running-inspired lifestyle shoe, fitting the sportswear category with a sub-sport of sportswear_running. The gender classification of Women's is correct based on the web categories."
nike_men_apparel_workouts_nike_nike pro men's tights,nike,men > apparel > workouts,Apparel,Bottoms,Tights,Men's,basketball,,Apparel,Bottoms,Baselayer Bottoms,Men's,training,cross_training,"[""l3"", ""primary_fop"", ""sub_sport""]","The product is 'Nike Pro Men's Tights', which are typically compression or baselayer items, thus 'Baselayer Bottoms' is more appropriate for L3. The primary FoP should be 'training' with sub-sport 'cross_training' as the product is intended for workouts, not basketball."
nike_men_apparel_lifestyle_nike_nike tech men's full-zip windrunner hoodie,nike,men > apparel > lifestyle,Apparel,Jackets & Outerwear,,Men's,training,,Apparel,Tops,Fleece Tops,Men's,sportswear,,"[""l2"", ""l3"", ""primary_fop""]","The product is a 'Nike Tech Men's Full-Zip Windrunner Hoodie', which fits the definition of a fleece top under L2: Tops and L3: Fleece Tops. The primary FoP should be 'sportswear' as it is a lifestyle/casual athletic-inspired apparel item, not performance training apparel."
nike_men_apparel_lifestyle_nike_mens nike sportswear t-shirt,nike,men > apparel > lifestyle,Apparel,Tops,,Men's,swimming,,Apparel,Tops,Athletic Shirts & Tees,Men's,sportswear,,"[""l3"", ""primary_fop""]","The item is a men's Nike sportswear t-shirt, which fits the 'Athletic Shirts & Tees' category for L3. The primary FoP should be 'sportswear' as it is a lifestyle/casual athletic-inspired apparel, not 'swimming'."
nike_women_footwear_lifestyle_nike_nike shox r4 women's shoes,nike,women > footwear > lifestyle,Apparel,Dresses,,Women's,sportswear,,Footwear,,,Women's,sportswear,sportswear_basketball,"[""l1"", ""l2"", ""sub_sport""]","The product is a pair of shoes, which should be classified under L1: Footwear, not Apparel. L2 should be null for Footwear. The Nike Shox R4 is a lifestyle sneaker inspired by basketball, so the sub-sport should be sportswear_basketball."
nike_men_nike_nike mens dri-fit quarter socks - 6 pack,nike,men,Apparel,Underwear,,Men's,tennis,,None,,,Men's,,,"[""l1"", ""l2"", ""primary_fop""]","The product is 'Nike Men's Dri-FIT Quarter Socks - 6 Pack', which falls under 'None' for L1 as socks are excluded from Apparel and Footwear. L2 should be null as it is not applicable for 'None'. The primary FoP should be null as socks do not fit into any specific Field of Play category."
nike_men_footwear_nike_air jordan 1 hi zoom air men's shoe,nike,men > footwear,Apparel,Track Suits,,Men's,basketball,,Footwear,,,Men's,sportswear,sportswear_basketball,"[""l1"", ""primary_fop"", ""sub_sport""]","The product is a Nike Air Jordan 1, which is a footwear item, not apparel. It falls under the sportswear category as it is a lifestyle basketball-inspired sneaker, not a performance basketball shoe. The sub-sport is sportswear_basketball due to its basketball-inspired design."
nike_women_footwear_lifestyle_nike_nike dunk low women's shoes,nike,women > footwear > lifestyle,Footwear,,,Women's,sportswear,sportswear_running,Footwear,,,Women's,sportswear,sportswear_basketball,"[""sub_sport""]","The product is a Nike Dunk Low, which falls under the 'sportswear_basketball' sub-sport category as it is a basketball-inspired lifestyle sneaker. The current sub-sport classification 'sportswear_running' is incorrect for this product."
nordstrom_juniors_jeans____nydj_nydj teresa wide leg jeans,nordstrom,juniors > jeans >  >  > ,Apparel,Bottoms,,Women's,sportswear,,None,,,Women's,,,"[""l1"", ""l2"", ""primary_fop""]","The product is 'jeans', which are excluded from the 'Apparel' category under 'Bottoms'. Therefore, it should be classified as 'None' for L1, with L2 and L3 as null. The primary FoP should also be null as jeans do not fit into any defined FoP categories."
nordstrom_women_skirts_mango_denim,nordstrom,women > skirts,Apparel,Bottoms,Other Bottoms,Women's,sportswear,,Apparel,Bottoms,Skirts,Women's,sportswear,,"[""l3""]","The product is a skirt, which should be classified under L3 as 'Skirts' instead of 'Other Bottoms' based on the L3 category definitions for Bottoms."
nordstrom_clothing_jeans & pants_women_vuori_vuori performance joggers,nordstrom,clothing > jeans & pants > women,Apparel,Bottoms,Fleece Bottoms,Women's,basketball,,Apparel,Bottoms,Fleece Bottoms,Women's,sportswear,,"[""primary_fop""]","The product is a pair of joggers, which are typically categorized under sportswear for casual or lifestyle wear. The current classification of 'basketball' as the primary FoP is incorrect as there is no indication that these joggers are specifically designed for basketball. Therefore, the primary FoP should be corrected to 'sportswear'."
